"created_at","status_id","text","retweet_count","favorite_count","screen_name","mentions_screen_name","hashtags","is_retweet"
2016-12-20 22:31:57,"811338375273664512","GSA, General Services Administration Vacancies Open to the Public Update https://t.co/wXDD9IB5JZ via @GovDelivery",0,0,"alenisaac","GovDelivery",NA,FALSE
2016-12-20 22:10:49,"811333058259361792","RT @18F: .@USGSA and @whitehouseostp launch resources to help federal staff run challenge and prize competitions https://t.co/7wlCAnnJZD",11,0,"neilmartis17","18F,USGSA,whitehouseostp",NA,TRUE
2016-12-20 21:28:41,"811322454849232896","RT @18F: .@USGSA and @whitehouseostp launch resources to help federal staff run challenge and prize competitions https://t.co/7wlCAnnJZD",11,0,"innovation_rtw","18F,USGSA,whitehouseostp",NA,TRUE
2016-12-20 21:28:05,"811322305154600960","RT @18F: .@USGSA and @whitehouseostp launch resources to help federal staff run challenge and prize competitions https://t.co/7wlCAnnJZD",11,0,"NickSinai","18F,USGSA,whitehouseostp",NA,TRUE
2016-12-20 21:25:56,"811321761476251648",".@CapitalBiz @Fahrenthold @washingtonpost Riiiiggghhht! Every $ spent at that hotel is nothing short of a bribe. @USGSA Cancel the lease!",0,4,"Jskorn","CapitalBiz,Fahrenthold,washingtonpost,USGSA",NA,FALSE
2016-12-20 21:24:58,"811321521381773312","@USGSA  Trump should not have a lease per the law. @SenSchumer  when payment made in Feb. This violates Emoluments… https://t.co/rQXEdltYp7",0,0,"mejay227","USGSA,SenSchumer",NA,FALSE
2016-12-20 21:04:50,"811316453504913408","FASt Lane cuts the time it takes to get specific new innovative IT suppliers on Schedule 70 from 110 to 45 days. https://t.co/p917f9Ntrv",4,2,"USGSA",NA,NA,FALSE
2016-12-20 20:54:58,"811313968442671104","A coordinated effort: New RFI from the @USGSA seeks intel on new email and collaboration tools. https://t.co/yzzXEhkR0U",0,0,"dobtco","USGSA",NA,FALSE
2016-12-20 19:48:07,"811297145538088960","@USGSA #PULLTHELEASE  Embassy of Kuwait moves major event to Trump’s DC hotel https://t.co/VHddJJFooZ",0,0,"angelamorsa","USGSA","PULLTHELEASE",FALSE
2016-12-20 19:45:43,"811296541772222464","RT @18F: .@USGSA and @whitehouseostp launch resources to help federal staff run challenge and prize competitions https://t.co/7wlCAnnJZD",11,0,"Ratcliffe_D","18F,USGSA,whitehouseostp",NA,TRUE
2016-12-20 19:29:51,"811292549105205248","RT @USGSA: .@USGSA makes it easier for suppliers to do business with the government. Find out how here: (https://t.co/p917fa54j3) #GSABestB…",1,0,"marydavie","USGSA,USGSA",NA,TRUE
2016-12-20 19:29:30,"811292459850407936","RT @18F: .@USGSA and @whitehouseostp launch resources to help federal staff run challenge and prize competitions https://t.co/7wlCAnnJZD",11,0,"ArielRobinson1","18F,USGSA,whitehouseostp",NA,TRUE
2016-12-20 19:17:31,"811289445362237440","RT @18F: .@USGSA and @whitehouseostp launch resources to help federal staff run challenge and prize competitions https://t.co/7wlCAnnJZD",11,0,"aileengemma","18F,USGSA,whitehouseostp",NA,TRUE
2016-12-20 19:16:19,"811289142504157184","RT @18F: .@USGSA and @whitehouseostp launch resources to help federal staff run challenge and prize competitions https://t.co/7wlCAnnJZD",11,0,"MunInnovators","18F,USGSA,whitehouseostp",NA,TRUE
2016-12-20 18:52:40,"811283189750599680","RT @18F: .@USGSA and @whitehouseostp launch resources to help federal staff run challenge and prize competitions https://t.co/7wlCAnnJZD",11,0,"edblayney","18F,USGSA,whitehouseostp",NA,TRUE
2016-12-20 18:48:09,"811282056844021760","RT @18F: .@USGSA and @whitehouseostp launch resources to help federal staff run challenge and prize competitions https://t.co/7wlCAnnJZD",11,0,"valremix","18F,USGSA,whitehouseostp",NA,TRUE
2016-12-20 17:44:40,"811266077523136512","Why aren't @SBAgov @USGSA @OMBPress OFPP seeing eye-to-eye over Supreme Court's take on the rule of 2? https://t.co/G9YwX1EKz6",0,0,"jmillerWFED","SBAgov,USGSA,OMBPress",NA,FALSE
2016-12-20 17:30:00,"811262386623696896","GSA, General Services Administration Vacancies Open to the Public Update https://t.co/5VOqlyzghD via @GovDelivery",0,0,"alenisaac","GovDelivery",NA,FALSE
2016-12-20 17:29:00,"811262138249396224",".@USGSA makes it easier for suppliers to do business with the government. Find out how here: (… https://t.co/1s8JKxHzUr",1,0,"USGSA","USGSA",NA,FALSE
2016-12-20 17:22:47,"811260572381626368","GSA, General Services Administration Vacancies Open to the Public Update https://t.co/Zv31lssc5U via @GovDelivery",0,0,"alenisaac","GovDelivery",NA,FALSE
2016-12-20 17:18:30,"811259495091474432","GSA, General Services Administration Vacancies Open to the Public Update https://t.co/QdAJlottfY via @GovDelivery",0,0,"alenisaac","GovDelivery",NA,FALSE
2016-12-20 16:47:03,"811251577751212032","GSA Issues RIF on Reopening Multiple Award Schedule 75 https://t.co/t28Q0F4fUX via @GovDelivery",0,0,"GSAR6smallbiz","GovDelivery",NA,FALSE
2016-12-20 16:42:18,"811250382156468224",".@ChuckGrassley @SenJoniErnst silent again &amp; again @DMRegister #so_sad So much 4 Senate overseer role, Chuck.… https://t.co/Hh58DnH0lx",0,0,"commentoniowa","ChuckGrassley,SenJoniErnst,DMRegister","so_sad",FALSE
2016-12-20 16:08:07,"811241780662439936","Reading @Nextgov's eBook 2017 Federal IT Trends highlighting @USGSA's gov-wide work in #AI #VR… https://t.co/taR8Tt1zVF",0,0,"JustinHerman","Nextgov,USGSA","AI,VR",FALSE
2016-12-20 16:05:24,"811241098672750592","RT @KathrynCroft: No Ethics Rxcrptipn for .@realDonaldTrump @OfficeGovEthics  @newtgingrich @thinkprogress @thejoshuablog .@FBI .@USGSA htt…",1,0,"KathrynCroft","KathrynCroft,realDonaldTrump,OfficeGovEthics,newtgingrich,thinkprogress,thejoshuablog,FBI,USGSA",NA,TRUE
2016-12-20 16:02:51,"811240455526580224","No Ethics Rxcrptipn for .@realDonaldTrump @OfficeGovEthics  @newtgingrich @thinkprogress @thejoshuablog .@FBI .… https://t.co/NDKnRUErhm",1,0,"KathrynCroft","realDonaldTrump,OfficeGovEthics,newtgingrich,thinkprogress,thejoshuablog,FBI",NA,FALSE
2016-12-20 14:14:13,"811213116038062080","RT @USGSA: Read about the many ways @USGSA’s FAS has worked to find the best value for the American people in 2016. (https://t.co/vZNbuy7vp…",5,0,"FMPConsultants","USGSA,USGSA",NA,TRUE
2016-12-20 13:54:56,"811208264113410048","While we wait for @USGSA's decision on @TSA HQ, investment/development opps continue- read the latest in @WBJonline… https://t.co/YIICaP9e1W",0,0,"AlexandriaIdeal","USGSA,TSA,WBJonline",NA,FALSE
2016-12-20 13:44:39,"811205677737738240","13 interesting jobs in #FaciltiesManagement, ft. @CushWake, @sodexoUSA, @Google, @Target, @CresaCorp, @USGSA &amp; more https://t.co/FOdMB8jjNP",0,2,"ctrlmybuilding","CushWake,sodexoUSA,Google,Target,CresaCorp,USGSA","FaciltiesManagement",FALSE
2016-12-20 11:53:11,"811177626186420224","RT @USGSA: Read what @USGSA's FAS Commissioner had to say about FY16’s successes here: (https://t.co/vZNbuyp6hf) #GSABestBlogs",4,0,"alainhuet7743","USGSA,USGSA","GSABestBlogs",TRUE
2016-12-20 08:16:22,"811123061399416832","RT @MuckRock: Looking for a last minute gift idea? @USGSA's got lighthouses free to good tenants:  https://t.co/B8EPWZiKgU https://t.co/SUA…",3,0,"jessehixxx","MuckRock,USGSA",NA,TRUE
2016-12-20 05:20:29,"811078798728802304","GSA, General Services Administration Vacancies Open to the Public Update https://t.co/nXgaUzR98L via @GovDelivery",0,0,"alenisaac","GovDelivery",NA,FALSE
2016-12-20 05:18:02,"811078181692194816","RT @FedNewsRadio: .@USGSA official: @realDonaldTrump must give up stake in DC hotel before inauguration https://t.co/JDfvJQwYBj @jheckmanWF…",4,0,"mwolfe808","FedNewsRadio,USGSA,realDonaldTrump",NA,TRUE
2016-12-20 05:13:18,"811076991344480256","GSA, General Services Administration Vacancies Open to the Public Update https://t.co/73sXTEUAyn via @GovDelivery",0,0,"alenisaac","GovDelivery",NA,FALSE
2016-12-20 05:09:35,"811076054508896256","GSA, General Services Administration Vacancies Open to the Public Update https://t.co/o1WYclcIVO via @GovDelivery",0,0,"alenisaac","GovDelivery",NA,FALSE
2016-12-20 03:50:29,"811056148468137984","RT @MuckRock: Looking for a last minute gift idea? @USGSA's got lighthouses free to good tenants:  https://t.co/B8EPWZiKgU https://t.co/SUA…",3,0,"dmsouthasia","MuckRock,USGSA",NA,TRUE
2016-12-20 03:50:25,"811056134496907264","RT @MuckRock: Looking for a last minute gift idea? @USGSA's got lighthouses free to good tenants:  https://t.co/B8EPWZiKgU https://t.co/SUA…",3,0,"Derringer_Dick","MuckRock,USGSA",NA,TRUE
2016-12-20 03:30:01,"811050997808328704","Looking for a last minute gift idea? @USGSA's got lighthouses free to good tenants:  https://t.co/B8EPWZiKgU https://t.co/SUAYFSgMHo",3,3,"MuckRock","USGSA",NA,FALSE
2016-12-20 00:43:07,"811008996635095040","The @USGSA is going to terminate Trump's lease to the D.C. hotel, right? Before he makes tons on gov officials tryi… https://t.co/2oKr4Lg3sX",0,0,"AzaKantria","USGSA",NA,FALSE
2016-12-20 00:07:00,"810999908123688960","Props to @18F and @USGSA for the implementation of #Pulse by the #Dutch government. #OpenState in the #Netherlands https://t.co/DUMQKSQV0m",0,1,"YGLChicago","18F,USGSA","Pulse,Dutch,OpenState,Netherlands",FALSE
2016-12-19 23:00:43,"810983227355787264","@USGSA. Terminate the cobtract https://t.co/48Jfgotsqi",0,0,"mejay227","USGSA",NA,FALSE
2016-12-19 21:36:29,"810962030190534656","Continuing to help the #federal gov't improve talent development. Learn about our newest deal with the @USGSA here: https://t.co/anaulcQg7K",0,1,"ICF","USGSA","federal",FALSE
2016-12-19 21:17:58,"810957369245048832","RT @USGSA: Read about the many ways @USGSA’s FAS has worked to find the best value for the American people in 2016. (https://t.co/vZNbuy7vp…",5,0,"NCMADC","USGSA,USGSA",NA,TRUE
2016-12-19 21:07:38,"810954768348807168","RT @USGSA: Read about the many ways @USGSA’s FAS has worked to find the best value for the American people in 2016. (https://t.co/vZNbuy7vp…",5,0,"jmillerWFED","USGSA,USGSA",NA,TRUE
2016-12-19 21:06:55,"810954588866093056","RT @USGSA: Read what @USGSA's FAS Commissioner had to say about FY16’s successes here: (https://t.co/vZNbuyp6hf) #GSABestBlogs",4,0,"jmillerWFED","USGSA,USGSA","GSABestBlogs",TRUE
2016-12-19 21:05:01,"810954109767467008","Read what @USGSA's FAS Commissioner had to say about FY16’s successes here: (https://t.co/vZNbuyp6hf) #GSABestBlogs",4,2,"USGSA","USGSA","GSABestBlogs",FALSE
2016-12-19 21:00:02,"810952857306415104","Read about the many ways @USGSA’s FAS has worked to find the best value for the American people in 2016. (… https://t.co/waCCDVsxqQ",5,2,"USGSA","USGSA",NA,FALSE
2016-12-19 20:42:07,"810948346265403392","RT @ABCPolitics: NEW: @USGSA tells House Democrats Trump must divest from DC hotel or ""be in breach of the lease agreement the moment he ta…",116,0,"JennWongSilver","ABCPolitics,USGSA",NA,TRUE
2016-12-19 19:54:19,"810936319425835008","RT @tonyscottcio: @USGSA is seeking info re: models &amp; solutions for future email/collaboration tools. Download the RFI: https://t.co/nDxnpV…",2,0,"rickholgate","tonyscottcio,USGSA",NA,TRUE
2016-12-19 19:34:23,"810931303877083136","RT @tonyscottcio: @USGSA is seeking info re: models &amp; solutions for future email/collaboration tools. Download the RFI: https://t.co/nDxnpV…",2,0,"neilmartis17","tonyscottcio,USGSA",NA,TRUE
2016-12-19 19:32:45,"810930891467919360","@USGSA is seeking info re: models &amp; solutions for future email/collaboration tools. Download the RFI: https://t.co/nDxnpVdDLi @ciodotgov",2,1,"tonyscottcio","USGSA,ciodotgov",NA,FALSE
2016-12-19 17:38:30,"810902139274936320",".@USGSA wants feedback on #Mobile Category Team's strategic roadmap for mobile acquisitions https://t.co/DtkWO1N1sT #mobilegov @marydavie",0,0,"Federal_IT","USGSA,marydavie","Mobile,mobilegov",FALSE
2016-12-19 17:30:43,"810900179780009984","Education, Federal, State &amp; Local News is available NOW! #FollowUs https://t.co/NkUJEQhySc Stories via @USGSA #us #leadership",0,0,"AJBlackston","USGSA","FollowUs,us,leadership",FALSE
2016-12-19 16:34:27,"810886018555637888","The @USGSA has the perfect #gift for the holiday season: a new-to-you #lighthouse! https://t.co/B8EPWZiKgU https://t.co/M6EoRy802d",0,0,"MuckRock","USGSA","gift,lighthouse",FALSE
2016-12-19 15:16:37,"810866432150040576","RT @FedTechMagazine: Get ready #FedIT: 150+ agencies gear up for @USGSA's $50B transition to next-gen networks https://t.co/EFESzIKPN9 http…",1,0,"srzjwalters","FedTechMagazine,USGSA","FedIT",TRUE
2016-12-19 15:08:48,"810864467521208320","RT @FranRiter: I hope the land lord @USGSA accurately documents the conditions of the property when @POTUS leaves just saying @PEOTUSTrump…",1,0,"Jaxsaxman","FranRiter,USGSA,POTUS,PEOTUSTrump",NA,TRUE
2016-12-19 15:02:23,"810862849958486016","Get ready #FedIT: 150+ agencies gear up for @USGSA's $50B transition to next-gen networks https://t.co/EFESzIKPN9 https://t.co/dUeMESuAw7",1,0,"FedTechMagazine","USGSA","FedIT",FALSE
2016-12-19 14:46:25,"810858831274188800","RT @Richtopia: @gsa_cio congrats, you're #63 on The 100 Most Influential Chief Information Technology Officers. https://t.co/i8jLM5VLdm via…",1,0,"USGSA","Richtopia,GSA_CIO",NA,TRUE
2016-12-19 14:09:36,"810849566664884224","How @USGSA’s @FedRAMP is taking steps to speed up #cloud authorizations for #FedIT: https://t.co/oi9zxU3lsg",0,0,"tina_stine","USGSA,FedRAMP","cloud,FedIT",FALSE
2016-12-19 14:02:35,"810847801676537856","How @USGSA’s @FedRAMP is taking steps to speed up &amp; smooth out #cloud authorizations for #FedIT:… https://t.co/jgeCQFGXfu",0,1,"FedTechMagazine","USGSA,FedRAMP","cloud,FedIT",FALSE
2016-12-19 13:03:52,"810833026343112704","Reporter's Notebook is out: @SBAgov @OMBPress @USGSA not seeing eye-2-eye on rule of 2; @realDonaldTrump OMB nominee https://t.co/NhbShGSBw8",0,0,"jmillerWFED","SBAgov,OMBPress,USGSA,realDonaldTrump",NA,FALSE
2016-12-19 11:13:24,"810805225741225984","I hope the land lord @USGSA accurately documents the conditions of the property when @POTUS leaves just saying… https://t.co/thLLqOWh23",1,1,"FranRiter","USGSA,POTUS",NA,FALSE
2016-12-19 07:37:59,"810751015242887168","GSA, General Services Administration Vacancies Open to the Public Update https://t.co/9X5ztSiyYU via @GovDelivery",0,0,"alenisaac","GovDelivery",NA,FALSE
2016-12-19 05:14:44,"810714965409677312","RT @FedTechMagazine: Learn how the @statedept, @USGSA &amp; @USAID have embraced #telework tech &amp; culture within #FedIT https://t.co/jbymidkeXe…",1,0,"yesjones","FedTechMagazine,StateDept,USGSA,USAID","telework,FedIT",TRUE
2016-12-19 05:04:06,"810712288810434560","Learn how the @statedept, @USGSA &amp; @USAID have embraced #telework tech &amp; culture within #FedIT… https://t.co/5I7GJPUma6",1,1,"FedTechMagazine","StateDept,USGSA,USAID","telework,FedIT",FALSE
2016-12-18 23:56:29,"810634873232826368","RT @springfels: RT to stand behind 2 gov offices addressing dt #conflictsofinterest @USGSA &amp; @OfficeGovEthics 

#EmolumentsClause https://t…",1,0,"BuildingBridg10","springfels,USGSA,OfficeGovEthics","conflictsofinterest,EmolumentsClause",TRUE
2016-12-18 22:55:00,"810619402479538176","RT to stand behind 2 gov offices addressing dt #conflictsofinterest @USGSA &amp; @OfficeGovEthics 

#EmolumentsClause https://t.co/NtmHuu3snx",1,1,"springfels","USGSA,OfficeGovEthics","conflictsofinterest,EmolumentsClause",FALSE
2016-12-18 22:01:27,"810605925266493440","The @USGSA's @FedRAMP scores a #cloud victory with its speedy approval of @MSFTDynamics: https://t.co/m5o19nwhnM https://t.co/sN6hQUInhG",0,2,"FedTechMagazine","USGSA,FedRAMP,MSFTDynamics","cloud",FALSE
2016-12-18 21:09:19,"810592805022236672","@ProfSchooner @FedNewsRadio @USGSA @realDonaldTrump @jheckmanWFED what happens if any of trumps stay on lease?  Jail, fines, ?",0,0,"k_brucks","ProfSchooner,FedNewsRadio,USGSA,realDonaldTrump,jheckmanWFED",NA,FALSE
2016-12-18 19:51:30,"810573223901286400","Presidential Transition Act of 1963 https://t.co/OVOHbv9Bzi via @USGSA",0,0,"whynergirl","USGSA",NA,FALSE
2016-12-18 19:51:02,"810573103101341696","RT @FedNewsRadio: .@USGSA official: @realDonaldTrump must give up stake in DC hotel before inauguration https://t.co/JDfvJQwYBj @jheckmanWF…",4,0,"rcrockett","FedNewsRadio,USGSA,realDonaldTrump",NA,TRUE
2016-12-18 19:19:07,"810565072783175680","RT @FedNewsRadio: .@USGSA official: @realDonaldTrump must give up stake in DC hotel before inauguration https://t.co/JDfvJQwYBj @jheckmanWF…",4,0,"grandpooba5440","FedNewsRadio,USGSA,realDonaldTrump",NA,TRUE
2016-12-18 19:04:07,"810561296349405184","RT @FedNewsRadio: .@USGSA official: @realDonaldTrump must give up stake in DC hotel before inauguration https://t.co/JDfvJQwYBj @jheckmanWF…",4,0,"EtreEtro","FedNewsRadio,USGSA,realDonaldTrump",NA,TRUE
2016-12-18 19:00:03,"810560274969214976",".@USGSA official: @realDonaldTrump must give up stake in DC hotel before inauguration https://t.co/JDfvJQwYBj… https://t.co/5nQ9omcAPy",4,4,"FedNewsRadio","USGSA,realDonaldTrump",NA,FALSE
2016-12-18 16:14:28,"810518603095273472","With @FBIBoston &amp; @VolpeUSDOT the @USGSA a major player in Boston CRE Q4. Read https://t.co/IELeL0Zou8 https://t.co/FjCzyg4pXa",0,0,"encompassbren","FBIBoston,VolpeUSDOT,USGSA",NA,FALSE
2016-12-18 15:43:29,"810510804923666432","RT @ABCPolitics: NEW: @USGSA tells House Democrats Trump must divest from DC hotel or ""be in breach of the lease agreement the moment he ta…",116,0,"Escuchame","ABCPolitics,USGSA",NA,TRUE
2016-12-18 14:28:02,"810491817028370432","Presidential Transition Act of 1963 https://t.co/9xPx9IkJFo via @USGSA",0,0,"rumrot","USGSA",NA,FALSE
2016-12-18 05:10:33,"810351523758829568","Require @realDonaldTrump to divest assets that pose a conflict of interest. @USGSA",0,0,"ExpresslyEditor","realDonaldTrump,USGSA",NA,FALSE
2016-12-18 04:44:03,"810344855444529152","@USGSA Schedule 70 https://t.co/mOdUaCXPOL &amp; @DHSgov  (FLASH) https://t.co/LTfYWu5YYj Thx @MarinaMartin",0,0,"neilmartis17","USGSA,DHSgov,MarinaMartin",NA,FALSE
2016-12-18 02:49:24,"810316001493581824","@maddow @Lawrence @MSNBC @latimes @nytimes There is no dispute or alternative interpretation. @USGSA is always vigi… https://t.co/sZOV2DeDSD",0,0,"WFarspire","maddow,Lawrence,MSNBC,latimes,nytimes,USGSA",NA,FALSE
2016-12-17 23:02:35,"810258920778371072","The @USGSA, &amp; @WhiteHouse are helping the 2016 campaigns lay out the future of #FedIT: https://t.co/Q5iLR609v1 https://t.co/15MDl9Cav0",0,0,"FedTechMagazine","USGSA,WhiteHouse","FedIT",FALSE
2016-12-17 22:13:48,"810246643878600704","RT @Rockmedia: @Khanoisseur @Midrange_ @Kcrawfo90933541 @fawfulfan

With mounds of information, the question is why is @FBI @CIA @NSAGov @U…",2,0,"anniebearwolf","Rockmedia,Khanoisseur,Midrange_,Kcrawfo90933541,fawfulfan,FBI,CIA,NSAGov",NA,TRUE
2016-12-17 22:06:02,"810244690490642432","Which are the top states for General Services Administration contracts @USGSA https://t.co/wuWhxHByGM via… https://t.co/l4jIkr7fOl",0,0,"GovCapture","USGSA",NA,FALSE
2016-12-17 21:59:31,"810243051813797888","RT @anachech: So?  .@USGSA just take back Trump DC Hotel Jan. 20 when he gets sworn in, NBD ... he breaks the lease, so be it. He's had tim…",2,0,"Sulli3000","anachech,USGSA",NA,TRUE
2016-12-17 20:02:35,"810213622429388800","How &amp; why @USGSA wants to be a one-stop shop for #FedIT modernization: https://t.co/8uXGNhlHy9 https://t.co/QoR8XxgZdy",0,0,"FedTechMagazine","USGSA","FedIT",FALSE
2016-12-17 19:00:01,"810197877087617024",".@USGSA official: @realDonaldTrump must give up stake in DC hotel before inauguration https://t.co/JDfvJQwYBj… https://t.co/QIa8aDsSfn",1,0,"FedNewsRadio","USGSA,realDonaldTrump",NA,FALSE
2016-12-17 18:18:42,"810187479886139392","@anachech @USGSA @CNBCnow And sue him for breach of contract. Easy peasy.",0,1,"Rafaeslomejor","anachech,USGSA,CNBCnow",NA,FALSE
2016-12-17 16:11:40,"810155511408656384","RT @anachech: .@USGSA cancel lease Jan 20! DC Hotel is owned by the people of the United States of America. Trump has had plenty of time .@…",3,0,"MrcpwcCummings","anachech,USGSA",NA,TRUE
2016-12-17 15:25:21,"810143856620695552","RT @anachech: .@USGSA cancel lease Jan 20! DC Hotel is owned by the people of the United States of America. Trump has had plenty of time .@…",3,0,"Llamamama85","anachech,USGSA",NA,TRUE
2016-12-17 15:20:02,"810142516473458688","RT @anachech: .@USGSA cancel lease Jan 20! DC Hotel is owned by the people of the United States of America. Trump has had plenty of time .@…",3,0,"markp341","anachech,USGSA",NA,TRUE
2016-12-17 15:10:26,"810140101196087296","RT @anachech: So?  .@USGSA just take back Trump DC Hotel Jan. 20 when he gets sworn in, NBD ... he breaks the lease, so be it. He's had tim…",2,0,"markp341","anachech,USGSA",NA,TRUE
2016-12-17 15:09:34,"810139882270101504",".@USGSA cancel lease Jan 20! DC Hotel is owned by the people of the United States of America. Trump has had plenty… https://t.co/1nukuUi0Uo",3,4,"anachech","USGSA",NA,FALSE
2016-12-17 15:06:03,"810138997708255232","What are the top vendor countries for General Services Administration @USGSA https://t.co/wuWhxHByGM via… https://t.co/fgF0isFnnH",0,0,"GovCapture","USGSA",NA,FALSE
2016-12-17 15:03:52,"810138450276024320","So?  .@USGSA just take back Trump DC Hotel Jan. 20 when he gets sworn in, NBD ... he breaks the lease, so be it. He… https://t.co/ajzWgR4Lkl",2,4,"anachech","USGSA",NA,FALSE
2016-12-17 11:27:32,"810084007128006656","@USGSA And then some are leased by Tyrants",0,0,"weehandchumpy","USGSA",NA,FALSE
2016-12-17 11:26:50,"810083828874223616","@USGSA GSA R U Going to ENFORCE THE LAW? https://t.co/Jqf7ctQjfL Trump is in direct violation of his DC PO Lease. #WeThePeople #ImWithHer",0,0,"weehandchumpy","USGSA","WeThePeople,ImWithHer",FALSE
2016-12-17 11:24:37,"810083272483082240","@USGSA  Window is rapidly closing on GSA opportunity to extricate itself from Trump Organization’s lease of the historic DC Post Office",0,0,"weehandchumpy","USGSA",NA,FALSE
2016-12-17 04:32:37,"809979589057462272","GSA, General Services Administration Vacancies Open to the Public Update https://t.co/emmrpe5sPK via @GovDelivery",0,0,"alenisaac","GovDelivery",NA,FALSE
2016-12-17 04:21:06,"809976689384112128","GSA, General Services Administration Vacancies Open to the Public Update https://t.co/dBgx9rCHXs via @GovDelivery",0,0,"alenisaac","GovDelivery",NA,FALSE
2016-12-17 04:00:44,"809971564154339328","RT @DCWasteBook: #DCWaste: @USGSA spent $410K on this sculpture called ""Bird in Space"" for display in a @US_FDA building. https://t.co/tzFd…",36,0,"Dazie13","DCWasteBook,USGSA,US_FDA","DCWaste",TRUE
2016-12-17 03:50:06,"809968889836793856","RT @ExecutiveGov: .@USGSA to conduct environmental, transportation, historic preservation studies for new @USDOL HQ https://t.co/sTyHB2Bqbj",0,0,"unisyscorp","ExecutiveGov,USGSA,USDOL",NA,FALSE
2016-12-17 03:07:01,"809958046441029632","RT @AIANational: David Insinga, AIA, has been selected to serve as chief architect for @USGSA's Public Buildings Service: https://t.co/Nn7s…",6,0,"Atlantic_Link","AIANational,USGSA",NA,TRUE
2016-12-17 02:39:27,"809951111520129024","RT @USGSA: Tomorrow coders will come together in celebration of Grace Hopper’s birthday to solve coding &amp; design problems! #GSAhackathon #I…",8,0,"neilmartis17","USGSA","GSAhackathon",TRUE
2016-12-17 02:38:29,"809950867956924416","RT @USGSA: Coders from across the region come together in celebration of Admiral ""Amazing Grace"" Hopper’s birthday! #WomenInTech #GSAHackat…",2,0,"neilmartis17","USGSA","WomenInTech",TRUE
2016-12-17 02:38:09,"809950783525556224","RT @USGSA: Fun Fact: @USNavy Admiral ""Amazing Grace"" Hopper was one of the 1st programmers in the history of computers! #WomenInTech #GSAHa…",9,0,"neilmartis17","USGSA,USNavy","WomenInTech",TRUE
2016-12-17 02:29:50,"809948688487510016","RT @USGSA: ICYMI: Winning #GSAHackathon team designed search feature &amp; user interface improvements for https://t.co/RytZUoyyg7. https://t.c…",10,0,"aileengemma","USGSA","GSAHackathon",TRUE
